DATE,RATING,REVIEW_TITLE,DESCRIPTION1,DESCRIPTION2,LINK
2021-04-24 0:00:00,4,Smells nicer than sunscreen,Stays on nice..feels good..but..doesn’t really cover much at all..,doesn't really cover much at all.,https://www.amazon.com/gp/customer-reviews/R2TVPEDXJ5D8W7?ASIN=B07SR1TJKF
2020-06-01 0:00:00,5,As advertised,Perfect,As advertised.,https://www.amazon.com/gp/customer-reviews/R10G23J0J4GIPM?ASIN=B07KX6ZTQW
2020-09-14 0:00:00,5,Love my foot!,"This product is amazing! Loved how it felt on my feet! They are just starting to peel, but they already feel soft and smooth. Now my foot like baby foot!",Now my foot like baby foot!,https://www.amazon.com/gp/customer-reviews/R2BAZR8L8ZKVQS?ASIN=B085FQS2J7
2021-05-09 0:00:00,5,Buen producot,Igual que en la tienda,Buen producot.,https://www.amazon.com/gp/customer-reviews/R1AEJWQ13WP0JV?ASIN=B009L61HJ2
2021-05-01 0:00:00,4,Weird consistency but works well,"I like how this leaves my skin feeling, soft and clean. The scent is mild and natural smelling. It has a different consistency than I'm used to and the first couple times I used it I was unsure of it because it would squirt out and half be clumpy and the rest liquid. Then I shook it up and it came out creamy so now I shake it before each use. I don't wear makeup so I can't say how it works with that.",It has a different consistency than I'm used to and the first couple times I used it I was unsure of it because it would squirt out and half be clumpy and the rest liquid.,https://www.amazon.com/gp/customer-reviews/R139Y67C2Z39TS?ASIN=B08M7NMX43
2020-06-08 0:00:00,4,Great bar! Just make sure you get it all out....,"My friend got me onto this bar and I loved it! I used her's and it worked great. I recently bought my own and the first time I used it, I either put too much on or didn't get it all out because my hair looked like it had conditioner still on it when it dried. It looked oily, slightly sticky....so I tried it again and it did the same thing. Tried to figure out what was going on so I spent extra time under the water the third time to make sure I got EVERYTHING off. Apparently I wasn't getting it all off. My hair is still super super soft, I love the bar, but MAKE SURE TO GET IT ALL OUT! It may be me, but it seems to take a little extra to get it all out of your hair. Honestly, if that's all the difference between regular conditioner, then it works for me!!. I also use it with a shampoo bar and I love them both!",so I tried it again and it did the same thing.,https://www.amazon.com/gp/customer-reviews/R7TKOIA8DW1F6?ASIN=B07N7L2NKD
2020-04-24 0:00:00,5,fantastic product,I have used this and the hand cream for years and found nothing better. I would give it a six or seven if I could.. Or maybe a full ten.,I have used this and the hand cream for years and found nothing better.,https://www.amazon.com/gp/customer-reviews/R2X5WSYEZRACAL?ASIN=B00BGUWNLW
2020-03-27 0:00:00,5,My mother loves it!,This Belei 'Daily Hydrating' Duo Kit does the trick in doing a good job of moisturizing. My mother was excited to tell me how much she loved it. She says that it made her skin feel so good and soft. Great product.,Great product.,https://www.amazon.com/gp/customer-reviews/R1QVSXINLW933K?ASIN=B07YT2S6B9
2021-05-11 0:00:00,5,Great product,Value for the price and easy to use,Great product.,https://www.amazon.com/gp/customer-reviews/R9YEZP82BPKUX?ASIN=B00317E64U
2020-04-15 0:00:00,1,"Godefroy MyBrows Long Lasting Eyebrow Transfers, Low Arch, Medium Brown, 12-Pairs of Brows","You cut the brow out after removing the clear plastic cover. Clean your brow with rubbing alcohol, let dry and press the “mybrows” onto your brow area for 60 seconds. Sounds easy, right? Not!. It’s IMPOSSIBLE to separate the paper backing from the “mybrow”.. WASTE OF MONEY.. I’m returning.","It's IMPOSSIBLE to separate the paper backing from the """"mybrow"""".",https://www.amazon.com/gp/customer-reviews/R1F761B7FBBGK8?ASIN=B07349GL4H
2021-08-02 0:00:00,2,It is sparkly....which is not what I wanted,Just wanted a little silver to match the rest of my hair. My front is a little darker blonde. Didn’t want or know it was going to be sparkling,It is sparkly…,https://www.amazon.com/gp/customer-reviews/R2Q1XRKP1WFH3M?ASIN=B081G8L465
2021-04-27 0:00:00,5,Helps puffiness and dark circles,Surprised that I could see a difference in my puffiness and circles in just a few days. Love the clean ingredients and affordable price.,Love the clean ingredients and affordable price.,https://www.amazon.com/gp/customer-reviews/R3UW2CMP02LRN8?ASIN=B093J7XJKD
2019-12-16 0:00:00,5,Wonderful night cream!,I put this on at night after cleansing my face. It is definitely very rich and greasy but when I wake up in the morning my skin is gorgeously plump and youthful looking. I’ve been using this cream for over a year and I love it!,It is definitely very rich and greasy but when I wake up in the morning my skin is gorgeously plump and youthful looking.,https://www.amazon.com/gp/customer-reviews/R1A5T4FE20EIJ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0013G6M8O
2019-11-22 0:00:00,5,Best eyeliner,Great eyeliner,Great eyeliner.,https://www.amazon.com/gp/customer-reviews/RIAQJA3WIV5KB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B004BCZ3YG
2019-11-10 0:00:00,5,Great Dog Shampoo,Bought this to shampoo my dog. No tears so I can scrub his face good.,No tears so I can scrub his face good.,https://www.amazon.com/gp/customer-reviews/R67FUFV2W46PM?ASIN=B07DGPGR54
2020-12-09 0:00:00,5,Clean pores and fresh look,"I Got this mask for my gf. She loves the way her skin feels after peeling it off. She says her skin feel clean and tighter, and overall looks brighter",I Got this mask for my gf.,https://www.amazon.com/gp/customer-reviews/R4LX3FQ8LAVZ7?ASIN=B08396Q2F5
2020-04-29 0:00:00,5,Me gusto mucho,Es pequeño pero bueno,Es pequeño pero bueno.,https://www.amazon.com/gp/customer-reviews/R20M0Y5SCLHCY0?ASIN=B00BB3HHVU
2021-03-10 0:00:00,1,"I could not get it open, top was in tight.",The top was stuck and I was not able to get it open. My son had to stab it open and I scooped out the little bit of lip gloss that was left. I put it in a zip loc bag. I love the product so I saved as much as I could. First time that the top has been this stuck before.,"I could not get it open, top was in tight.",https://www.amazon.com/gp/customer-reviews/R1ZY58M9D2XYKL?ASIN=B00GTXWR1W
2021-02-10 0:00:00,3,"Disappointed, but not surprised.","I really love nyx products, and I was looking for a white liquid eyeliner. I ordered this ignoring the reviews, and now I wish I would’ve listened. I swatched it on my hand and it started cracking as it was drying. I’ll test it on my eyelids, just for review purposes. I should’ve ordered the colourpop one, no doubt! It did stay on my hand for a long amount of time, but it’s just not worth it because of the cracking unless you’re fine with that.. Hope this helps! Don’t be like me. ✨","Disappointed, but not surprised.",https://www.amazon.com/gp/customer-reviews/R3L76TPW322KO3?ASIN=B079YSBFP6
2020-05-16 0:00:00,5,Fantastic moisturizer,Helps tone down my redness and even seems to help keep acne at bay. This moisturizer is perfect for anyone that suffers from malassezia folliculitis. Read about it on a blog and sure enough it really helps my case. I hope it is useful for you too if you have that annoying issue! Hopefully they continue to make this product going forward! I use it every single day now.,Helps tone down my redness and even seems to help keep acne at bay.,https://www.amazon.com/gp/customer-reviews/R2ESQDIBIZD6SP?ASIN=B00IRAFRQW
2020-07-17 0:00:00,5,Neutral smell,Good smell and simple ingredients.,Neutral smell.,https://www.amazon.com/gp/customer-reviews/RY09QC82Q906R?ASIN=B07BR1L3DF
2020-10-13 0:00:00,5,Great dead sea mud soap,I really like this soap for lathering so good and in addition it feels really good on the skin after showering so definitely recommend if you want something affordable in regards to dead sea mud soap.,I really like this soap for lathering so good and in addition it feels really good on the skin after showering so definitely recommend if you want something affordable in regards to dead sea mud soap.,https://www.amazon.com/gp/customer-reviews/R1Y9KL60PHXBLW?ASIN=B01LQSSXXU
2020-05-05 0:00:00,1,SCAM. DO NOT BUY!,Taking advantage of people who enjoyed the apparently discontinued scent. Repackaged more common scent.,DO NOT BUY!,https://www.amazon.com/gp/customer-reviews/R3G75GVD3QKVYG?ASIN=B079ZCTPHX
2021-07-24 0:00:00,5,"Best eyeliner a I’ve found, & I’ve tried A LOT","Like the title of this review states, this is the best eyeliner I’ve found. I liked the idea of a stamp, bulgur I don’t really use that part. I’ve finally perfected my wing on my own, but this eyeliner gives me the most control. It stays all day.","Best eyeliner a I've found, & I've tried A LOT.",https://www.amazon.com/gp/customer-reviews/R1KKYEMIT4BE9P?ASIN=B07GKXKTNZ
2019-12-15 0:00:00,3,Milani Color Statement Lipstick - Natural Rose (0.14 Ounce) Cruelty-Free Nourishing Lipstick in Vibrant Shades,It's not quite the same color as pictured. I don't mind the color that it is but it wasn't what I was expecting. It last ALL day and is very creamy on the lips. I do like it overall.,I do like it overall.,https://www.amazon.com/gp/customer-reviews/R2CW20JEBA0SS5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07NVSH867
2021-07-22 0:00:00,5,Works well for large heads,I bought another spa headband that can in one size that ended up not fitting me even though it had an adjustable Velcro strap. Was thankful that this spa headband fit my head and still had extra room. I also like how you can put your hair away so that it doesn't get in the way.,I bought another spa headband that can in one size that ended up not fitting me even though it had an adjustable Velcro strap.,https://www.amazon.com/gp/customer-reviews/R3AXX5GD8AJPOA?ASIN=B07Y3YMJPS
2021-01-22 0:00:00,5,Love it!,"This is my favorite natural deodorant. I've been using this for close to 2 years now and the longer I use it, the better it works. It won't stop you from sweating. It's not an antiperspirant. But it does stop you from smelling bad. On a very hot day you might have to reapply it but I don't mind because I know it's a healthier option for me. Also it does not leave white stains on my clothes which I appreciate because I have to wear all black to work. I find Amazon to have the best prices for this particular brand. It's a little bit cheaper than when I buy it at the local grocery store.",Also it does not leave white stains on my clothes which I appreciate because I have to wear all black to work.,https://www.amazon.com/gp/customer-reviews/R2QR72Y8GZNO5S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01M5F44H0
2021-02-24 0:00:00,1,Didn’t work at all.,This product did not work for me at all. Previously used Earth Balance which gave me EXCELLENT results. I won’t purchase this brand again. Very disappointed. It did deliver a very slight shine but I wanted the peel and softness..which was totally absent.,I won't purchase this brand again.,https://www.amazon.com/gp/customer-reviews/R1X4VFA1U7SO5X?ASIN=B078PBFGMF
2021-07-25 0:00:00,5,The Real Stuff!,"Since this cologne was discontinued, I was concerned this bottle would be a fake but I took a chance and glad I did! Genuine stuff and will be much more frugal with how often I use it.",Genuine stuff and will be much more frugal with how often I use it.,https://www.amazon.com/gp/customer-reviews/R2EKXF7HNR42F9?ASIN=B0092429BI
2021-07-26 0:00:00,3,Smells like Vicks...,"I love this brand, and I usually love the way eucalyptus smells... But I can’t get the scent of Vicks vapor rub out of my nose when I wear this. It’s not as strong as that, but it’s very...how do I put this? Medicinal smelling. If it was mixed with a little lavender or something, it would be better (more herbal).. The formula itself isn’t my favorite. I’m not a huge fan of hard gel deodorants. It goes on clear and luckily doesn’t feel too slimy or wet. I just don’t think it has enough wetness protection, especially when I’m hormonal.. Pretty expensive, but it’s a nice container and goes on smoothly. If you like the way Vicks smells, you’ll love it!. Hope this helps! ☺️",Smells like Vicks…,https://www.amazon.com/gp/customer-reviews/R3J03W599O2M8V?ASIN=B096454PN4
2021-06-12 0:00:00,5,Love It goes on smooth and perfect every time,It goes on smooth and easy and last the entire day absolutely love it,Love It goes on smooth and perfect every time.,https://www.amazon.com/gp/customer-reviews/R36SPNE5BG2JW2?ASIN=B01FSJVSE4
2021-05-27 0:00:00,5,Amazing shampoo!,"Wonderful shampoo that works as exactly advertised. My hair feels healthier, thicker, and even seeing regrowth. My only regret is not using this shampoo sooner!",Wonderful shampoo that works as exactly advertised.,https://www.amazon.com/gp/customer-reviews/R1EJRD674PPIF3?ASIN=B01LZI0UK9
2021-07-24 0:00:00,5,The smell is beautiful,I love everything about this perfume! The smell is divine!,The smell is divine!,https://www.amazon.com/gp/customer-reviews/R31SX3N67GU23C?ASIN=9788074421
2019-12-02 0:00:00,5,Smell good,Smell is really nice,Smell good.,https://www.amazon.com/gp/customer-reviews/R2HXQ7RPLKEWTZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00GXOKLBU
2019-11-07 0:00:00,1,Not Compatible with my Skin,Really could not see ANY change or glow or improvement when I used this product. Disappointed.,Not Compatible with my Skin.,https://www.amazon.com/gp/customer-reviews/R1DSP70H2XSYM0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Q4PY2DQ
2020-02-21 0:00:00,5,Great product,I'm a massage therapist and love this foot cream. Really helps dry feet and smells great.,Really helps dry feet and smells great.,https://www.amazon.com/gp/customer-reviews/R20VAADV4TQ9YD?ASIN=B0164M70PA
2021-06-06 0:00:00,5,Love this product!,I have been using this product for a few weeks now and I am in love with it. It makes my skin feel soft. It smells great and leaves my skin glowing. It absorbs very quickly. I highly recommend this product.,I highly recommend this product.,https://www.amazon.com/gp/customer-reviews/R2VX0ZDKGEWES6?ASIN=B086W1XHBW
2020-04-22 0:00:00,4,Good for bacne and chest acne,"This helps with the acne on my back and my chest. I used to get it really bad when i work out a lot... there’s a lot of scars. However i am not sure it helps with scars, just have noticed less acne :) I usually use it nights before i go to bed, making sure the skin is dry before i put a shirt on again.",This helps with the acne on my back and my chest.,https://www.amazon.com/gp/customer-reviews/R3NGT90JY3RF35?ASIN=B07D5HZKXJ
2020-06-10 0:00:00,4,Nice affordable set,"This is a nice little affordable set of organic lip balms. They are very moisturizing and wear for quite a while. I really love beeswax lip balms. I like that you get a variety of flavors. I think the only one I don't personally care for is the coconut. It does smell a little synthetic. The other flavors are great. I especially like the mint as it gives you that minty feeling on your lips. I think this is a nice little set with good variety. Perfect if you're a daily lip balm wearer, like me.","Perfect if you're a daily lip balm wearer, like me.",https://www.amazon.com/gp/customer-reviews/R2M5SX38O6E4R4?ASIN=B07XZBZJL1
2021-07-23 0:00:00,5,Amazing scent in such a small bomb,"Bath Bombs Gift Set, SAZEN 32pcs Natural & Organic Bath Bombs with Essential Oil, Shea Butter, Coconut Oil, Fizzy Spa Moisturize Bubble Bath for Stress Relief, Birthday Christmas Gift for Women. These are very small bath bombs - like ping pong ball small - but they release a startling amount of scent. I have had very good luck with Sazen bath bombs of all sizes. I think they are quite well made and generally more scent-ful than most of their peers I've found on Amazon.. For a very reasonable price, you receive 4 boxes of 8 bombs - making the set a great gift option. I have a very large soaking tub and couldn't believe that one bomb actually left a noticeable amount of scent to the water. I used two, because I like a lot of scent when I'm relaxing in the tub, but for a standard bath one would definitely do the trick.. They don't leave any detritus on the tub after draining the water either.","For a very reasonable price, you receive 4 boxes of 8 bombs - making the set a great gift option.",https://www.amazon.com/gp/customer-reviews/R2Z4HYKPWXLHKQ?ASIN=B08Y16GDHN
2021-06-08 0:00:00,1,No scent,Used to be good. But it hasn't been for years. This will be the last time I buy from them.. Really baffles me why none of these companies want to retain customers. Do you really stand by this product? It's absolutely worthless.,Used to be good.,https://www.amazon.com/gp/customer-reviews/ROTXVP6B4VH7E?ASIN=B0000ZLEJG
2020-06-14 0:00:00,5,"Of course I got sunburn the first weekend it was really nice, it's what I do best LOL","I have a long history of sunburn, I mean lobster red, since I was a kid. I have been soaked in ice water, had cold tea bags put on me to ""absorb"" the burn, body lotions, none of these worked until I tried aloe. Thisproduct is a very nice cooling and soothing gel for sunburn. The natural ingredients are perfect for people with sensitive skin. It was the very slightest scent. This is good for skin burns, rashes, dry itchy skin. It applies smoothly and absorbs quickly. The price is little steep for my budget but you get what you pay for.. A must for every household.","I have been soaked in ice water, had cold tea bags put on me to ""absorb"" the burn, body lotions, none of these worked until I tried aloe.",https://www.amazon.com/gp/customer-reviews/R3K027DV2ST00G?ASIN=B086GWWLBM
2020-05-26 0:00:00,2,Too much producton a pad,"These pads smell ok, do a decent job of cleaning my face and leaving it felling good but there is WAY too much soap on each pad. I try to use each one several times to keep from wasting all that product on one washing but it's just plain too messy to use.","These pads smell ok, do a decent job of cleaning my face and leaving it felling good but there is WAY too much soap on each pad.",https://www.amazon.com/gp/customer-reviews/ROFJFU1VF5Z3B?ASIN=B005I2MP62
2020-02-09 0:00:00,5,"Nars Sun Wash Diffusing Bronzer, Laguna, 0.28 Ounce",I purchased Nars Sun Wash Bronzer and I love it! It is the perfect shade for my medium skin tone! Nars rocks and they create some of the best products. Check out all of their shades of Bronzers. This product will not disappoint!,Check out all of their shades of Bronzers.,https://www.amazon.com/gp/customer-reviews/R25VI8UOT0KQNL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B072HZHVSQ
2019-11-29 0:00:00,3,Too white and thick☹️,Too white for me...thick and difficult to spread.,Too white and thick☹️.,https://www.amazon.com/gp/customer-reviews/R19GJF2UHLQE30/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01HOHBOHE
2021-05-12 0:00:00,4,Love this!,"So light weight and skin like, with light to medium coverage. Color is perfect! Looks darker in the bottle than on the skin. BUT, they need to change the pump to a tube or something. It's hard to get all the product out, and it sometimes spits out right on my cloths!","So light weight and skin like, with light to medium coverage.",https://www.amazon.com/gp/customer-reviews/RCNR570GZTSR4?ASIN=B01D1DSBYY
2021-08-11 0:00:00,3,Meh,"It smells like men’s shaving cream. Not really the scent I like for my hair. And it does an average job of moisturizing my hair. Honestly, the bottle is far to small for someone with curly or wavy hair. You need like 20+ pumps just to get enough conditioner to start putting it in your hair. (Unless you’ve got really short hair)",And it does an average job of moisturizing my hair.,https://www.amazon.com/gp/customer-reviews/R2F3T6VIE42MZH?ASIN=B082J4V844
2019-09-14 0:00:00,5,Great value and effective,This works but don't use it often My hair looked white and the roots were really pronounced. Not sure its 4 me,This works but don't use it often My hair looked white and the roots were really pronounced.,https://www.amazon.com/gp/customer-reviews/R3N8MY0QGO7O7K?ASIN=B07G4171M3
2020-09-26 0:00:00,2,Doesn't smell the same. Formula change?,"I have worn Perfect Scents Pleasures for a few years and it always smells great. I ordered 4 bottles this time just to have extra in cabinet. Wish I would have only ordered one. Don't know if the formula changed or what, but these smell nothing like my previous purchases of this brand and scent. Non returnable. Will be donating all 4 bottles to local clothing shelter. Maybe someone else will like it. Not the same at all.",Formula change?,https://www.amazon.com/gp/customer-reviews/R1EP5ZIU3RETX8?ASIN=B00PRGDM5W
2021-06-20 0:00:00,5,Great for all types of skin,It works well on elderly and dry/ashy skin. Love the smell,It works well on elderly and dry/ashy skin.,https://www.amazon.com/gp/customer-reviews/R2UH3OTEMJIVI6?ASIN=B000ALIL78
2021-08-07 0:00:00,5,Feels nice. Has a pump.,"The product has a nice feel and consistency. The scent is very light to no smell and that is great. The bottle is nice and I like the option of pump, squeeze top and regular cap options.",The product has a nice feel and consistency.,https://www.amazon.com/gp/customer-reviews/RN73AC34VA6FA?ASIN=B07P385B44
2019-10-23 0:00:00,5,Lovely Moisturizing Cream That Feels Like butter.,"This cream is very nice!. It smells wonderful & the cute glass jar with metal lid is nice too.. I am from New Zealand, so I was excited to see that Manuka honey was one of the ingredients.. Feels so soft, like butter & is easy to apply.. I am very happy to have this.. Highly recommend!",This cream is very nice!,https://www.amazon.com/gp/customer-reviews/R22SP8FAHRQK0O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00LZWV0WY
2020-09-24 0:00:00,5,No scent and dries fast. Isn’t greasy,This product really works and doesn’t smell!!!! I noticed a difference within a week. My legs feel smoother and look smoother. I’ve been wearing shorts ever since I started to notice a difference. I highly recommend this product.,My legs feel smoother and look smoother.,https://www.amazon.com/gp/customer-reviews/RN0UICAHTPRCA?ASIN=B082SQMF4P
2020-07-28 0:00:00,5,Inexpensive,Smells good,Inexpensive.,https://www.amazon.com/gp/customer-reviews/R2B9GUEDOYH9J7?ASIN=B082QBX9R5
2020-02-09 0:00:00,5,Beautiful and moisturizing,"I bought the 5 for $10.95, which is a wonderful deal for them. I find them to be very moisturizing like a good lip balm, but also quite pigmented...possibly just as much as a regular lipstick. The scent and flavor in each is raspberry. I don’t care about that bc I wanted it for the tint and moisture.. The nudes, biscotti and marshmallow, are basically my skin tone. I didn’t open marshmallow bc I knew it would be too light. Biscotti has a little shimmer as well. I’m not into nude color lipsticks, but will use that one when I want no color. Macaron is a very pretty shimmery light coral. It takes a few swipes to really show up, but I love it! Red velvet and parfait are the most pigmented and are gorgeous! They all last for quite a while too. Can’t wait to rock macaron, red velvet, and parfait over the spring and summer.",The scent and flavor in each is raspberry.,https://www.amazon.com/gp/customer-reviews/R1QZ7316BC66W7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00IJ597J8
2019-12-07 0:00:00,1,a sister james fake palette,"Sister James Charles colors are WAY more pigmented! if you want the real deal go to MorpheBrushes to buy the palette. and we've had problems before, James Charles made a video on YouTube of him buying a fake palette and the colors were ugly. his palette is way more better! I know from experience I have his palette and I appreciate ever dollar I spent on it!",I know from experience I have his palette and I appreciate ever dollar I spent on it!,https://www.amazon.com/gp/customer-reviews/R1UM7F64QW3XDX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07MQJRK7N
2021-04-06 0:00:00,5,Best.Lip.Balm,"Love this product. It is super moisturizing, but not “cakie”.","It is super moisturizing, but not ""cakie"".",https://www.amazon.com/gp/customer-reviews/R294AKSJC2AEIS?ASIN=B08CFX2NB7
2020-02-04 0:00:00,5,Works well but drying,Can be very drying,Can be very drying.,https://www.amazon.com/gp/customer-reviews/R3NMMWRQ0XINHG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0014P8L9W
2019-12-04 0:00:00,1,Bouchon cassé,Le bouchon sur les deux produits était cassés,Bouchon cassé.,https://www.amazon.com/Bioderma-U-HC-9556-Soothing-Shampoo-13-33/product-reviews/B0052ECRUA?reviewerType=avp_only_reviews&sortBy=recent
2021-08-08 0:00:00,4,Consistency is a little soft,"Overall, this is a pretty nice natural deodorant, especially if you're a fan of lavender. I don't smell any Bergamot in it unfortunately. It didn't cause any irritation and works about as well as other natural deodorants. I especially like that it has magnesium in it, since the majority of people are low in magnesium-hopefully it'll help to absorb some extra magnesium into the body.. The only thing that I didn't like was the consistency. It's a little too soft, almost as if it got melted in the sun. So when you put it on, you can feel the wetness for a while.","Overall, this is a pretty nice natural deodorant, especially if you're a fan of lavender.",https://www.amazon.com/gp/customer-reviews/R1PNW4UW8H2LUG?ASIN=B097WS4SZH
2019-11-05 0:00:00,5,Very easy to use,"The area around the eyes feels moister and fuller. After a few days of use, wrinkles become less noticeable. For a while, because you don't need anything at all, I barely press the pump, and a small dot per eye is enough. The skin does look smoother and more hydrated. awesome!",awesome!,https://www.amazon.com/gp/customer-reviews/R3FLI3O5U9QBY4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07X1PH59J
2021-05-01 0:00:00,5,Love it,Gives such a good shine. Worth the money,Love it.,https://www.amazon.com/gp/customer-reviews/R17WRIOTVRS1GQ?ASIN=B001ET78DS
2020-03-09 0:00:00,5,Beautiful color,Love it!,Love it!,https://www.amazon.com/gp/customer-reviews/R2Z7187ANNDZD2?ASIN=B01MA4RGHB
2021-06-20 0:00:00,1,did nothing,did nothing,did nothing.,https://www.amazon.com/gp/customer-reviews/R1MKW907ZO2DZX?ASIN=B07Q1DVG7S
2020-12-02 0:00:00,5,Great product would definitely recommend it!,Great product at an amazing price.,Great product at an amazing price.,https://www.amazon.com/gp/customer-reviews/RWSUPYK19OERO?ASIN=B07L8Z5JMN
2019-12-13 0:00:00,4,Beautiful,I’m actually quite impressed! Was not expecting the liquid shadow to last as long as it does. It’s gorgeous and lasts all day! Only downfall is the price. I’ve used drug store liquid shadows much cheaper and they last all day.,It's gorgeous and lasts all day!,https://www.amazon.com/gp/customer-reviews/RRN9JFFCGY6FW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07RV929VT
2021-08-02 0:00:00,5,love them!😜,"The texture is super smooth, moisturizing and light, and it feels better than most of my lip balm.. The packaging is amazing, and overall, I am very satisfied with this purchase!","The texture is super smooth, moisturizing and light, and it feels better than most of my lip balm.",https://www.amazon.com/gp/customer-reviews/R2806DNQU2YWFX?ASIN=B097RDYVXW
2019-10-08 0:00:00,3,Waste of money,"What a disappointment, after reading the reviews I was hoping for far better results. Unfortunately this left my hair feeling thick matted lacking shine and it left it more knitted than ever. Total waste of money.",Unfortunately this left my hair feeling thick matted lacking shine and it left it more knitted than ever.,https://www.amazon.com/Matrix-Results-Miracle-Creator-Unisex/product-reviews/B019YAYU66?reviewerType=avp_only_reviews&sortBy=recent
2021-09-17 0:00:00,5,Helps keep my aging skin soft when mixed with cream moisturizer. I love it,I love it when used sparingly. To much makes my skin sticky. But mixed 1:2 with regular lotion it is just perfect and helps keep ky skin moisturizer fir the entire day.,Helps keep my aging skin soft when mixed with cream moisturizer.,https://www.amazon.com/gp/customer-reviews/R1JHKSGMC7OPSV?ASIN=B07H7VX3TD
2019-10-20 0:00:00,5,Great for sensitive skin,Great product. It makes my skin noticeable my softer. I have really sensitive skin and this product is great!,It makes my skin noticeable my softer.,https://www.amazon.com/gp/customer-reviews/RD1EWNXRTP1IA?ASIN=B00NTWT90I
2021-02-17 0:00:00,5,Great Product,I really like this product. It allows you to sweat more than usual. I would recommend this product.,I really like this product.,https://www.amazon.com/gp/customer-reviews/R1QSXOH68EBBIK?ASIN=B01J8RBRSY
2020-01-09 0:00:00,5,Great product,"Impressive product, especially for the price. The serum has no scent, or color. It absorbs quickly into my skin. It was a medium consistency, which I enjoyed. It was a little too much, when using it along with a hyaluronic acid serum too. However, it didn’t affect my primer, foundation, or the rest of my make up routine. My skin felt good the entire day. I will definitely continue to use this product.","It was a medium consistency, which I enjoyed.",https://www.amazon.com/gp/customer-reviews/R1GVG5D7CI0HFX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P4D7H9M
2020-02-28 0:00:00,5,Must have!,Best brow pencil ever!,Best brow pencil ever!,https://www.amazon.com/gp/customer-reviews/R1GOACJWBTDEKC?ASIN=B01B01YTL8
2021-01-21 0:00:00,4,Great wipes but a bit pricey,"These wipes work great. They are large enough to easily cleanse my entire face and neck. They are supersaturated, making it easy to remove most makeup in one or two passes. They leave my face feeling refreshed, and there is no need to rinse. The only negative is the price, which is a bit high for the number of wipes you get.","They leave my face feeling refreshed, and there is no need to rinse.",https://www.amazon.com/gp/customer-reviews/R82GDSQ49BEHU?ASIN=B08FRQGYDF
2021-06-11 0:00:00,4,Just what I ordered!,This is exactly what I ordered and delivered securely and promptly. Very Satisfied.,Very Satisfied.,https://www.amazon.com/gp/customer-reviews/R2SSCJ1VD2EF6?ASIN=B001ECQ4SK
2020-02-18 0:00:00,4,It seems to be working,It definitely takes some time. I'll give it another few months but for now I'm waiting to see better results.,It seems to be working.,https://www.amazon.com/gp/customer-reviews/R1HGSNJXLM6D25?ASIN=B0815BW4WG
2021-03-04 0:00:00,5,Really good product!,I recommend using a little bit of water when you put it on and don't use too much. But the product is great and gets the job done,But the product is great and gets the job done.,https://www.amazon.com/gp/customer-reviews/RLCQ00OD4LE7V?ASIN=B082TSRP9J
2020-03-10 0:00:00,4,Nice face wash,This is nice face wash. It’s not as gritty as I would like or remembered from last time I bought it. Overall I recommend this face wash.,Overall I recommend this face wash.,https://www.amazon.com/gp/customer-reviews/R21H04TFQSY7J0?ASIN=B006RFZ5ZM
2021-01-16 0:00:00,1,Don't buy this,Is is either old or not real stuff have brought this before .and was ok. This bottle has no smell maybe at first smell it ok then it goes away. It more or less nothing.,This bottle has no smell maybe at first smell it ok then it goes away.,https://www.amazon.com/gp/customer-reviews/R1JBSJX2QPMZIE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B000XEFATY
2021-05-18 0:00:00,5,It holds!,Easy to use and it holds my hair the whole day. Washes off easy and doesn't leave your hair feeling sticky like some other products. This product also doesn't flake.,It holds!,https://www.amazon.com/gp/customer-reviews/R38ASXY7T1QZ8N?ASIN=B017S3LX8O
2019-10-28 0:00:00,5,"Great face SPF, Non-greasy, Moisturizing","I've just really realized the importance of having better skin protection than what regular use makeup gives you. This spf is great! I was concerned about it being greasy or difficult to put makeup over but it's neither of those things! In fact, I think my makeup looks even better with this as a base layer. And it's super moisturizing!","Great face SPF, Non-greasy, Moisturizing.",https://www.amazon.com/gp/customer-reviews/R184KTCUO8F8K0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07S4CV67J
